index, exposure (ty), pp+Be, +N, +O, +pep
83, 327.45491628777285, 0.8389844906457266, 0.8952031461596661, 1.7430355917326978, 2.4612473294388795
84, 351.1191734215131, 0.83941492538092, 0.8972350425078032, 1.7496162374142918, 2.4620874520457487
85, 376.49358067924675, 0.8398008290966139, 0.8992417986360434, 1.755506073955665, 2.4626670601702956
86, 403.70172585965537, 0.8401561956931505, 0.9012297086073089, 1.7607169610924671, 2.463192705785785
87, 432.8761281083057, 0.8404950390114304, 0.9032051127436114, 1.7652639671680812, 2.4638721963585057
88, 464.1588833612782, 0.8408313900985067, 0.9051743971962228, 1.7691652541194114, 2.464914858208257
89, 497.7023564332114, 0.8411792961164437, 0.9071439938669728, 1.772441919943315, 2.466532884060197
90, 533.6699231206312, 0.84155282090654, 0.9091203806955429, 1.7751178037252469, 2.468943821597772
91, 572.236765935022, 0.8419660472207317, 0.9111100823278216, 1.7772192593468117, 2.4723743228417705
92, 613.5907273413176, 0.8424330806335936, 0.913119671180785, 1.7787749047139658, 2.477065382472084
93, 657.9332246575682, 0.842968055151881, 0.9151557689199683, 1.7798153537429897, 2.483279464156922
94, 705.4802310718645, 0.843585140543989, 0.9172250483664532, 1.7803729384110822, 2.4913101819117016
95, 756.463327554629, 0.8442985514191789, 0.9193342358513735, 1.7804814279480525, 2.5014956341736996
96, 811.1308307896873, 0.8451225580959305, 0.921490114037323, 1.7801757517575885, 2.514237207876103
97, 869.7490026177834, 0.8460714993104678, 0.9236995252277129, 1.779491731964979, 2.5300269280460346
98, 932.60334688322, 0.8471597968304884, 0.9259693751871045, 1.7784658306533068, 2.549488742386838
99, 1000.0, 0.8484019720555807, 0.9283066374978843, 1.777134915932522, 2.573443635281164
